Prompt,Chosen,Chosen_Likes,Chosen_Time,Chosen_CustomMetric,Reject,Reject_Likes,Reject_Time,Reject_CustomMetric
【嘉然】⚡动感光波⚡,和拉跨抛瓦配套食用效果更佳,350.0,1620901113.0,-628.5283188835884,@辣辣军 咱也拍一个吧,43.0,1621057474.0,-933.9647088835884
你把钱都打给她吧🥺,虽然我把钱都打给别人了，但还有其他东西可以打给塔菲😋,19.0,1687556319.0,-292.97625888358834,现在开始装清纯了？[阿萨Aza_？？？][阿萨Aza_？？？][阿萨Aza_？？？],69.0,1650535583.0,-613.1836188835883
恭喜嘉然100万粉丝！嘉心糖翻唱《猫中毒》,不关注嘉然被推这个，被up的高质量整活惊到把做了一晚的ae项目点了不保存[藏狐][辣眼睛][笑哭],13468.0,1632103122.0,12601.491771116413,草，一开始以为是整活，结果质量高得离谱，但是为什么草还是不停往外冒啊喂！,222.0,1632202535.0,-643.5140988835884
【翻唱】《猫中毒》完整版PV/嘉然,"欢迎大家关注嘉然今天吃什么，是个超可爱的3D势Vup，擅长宅舞（能连跳30分钟串烧宅舞），各种甜妹风歌曲，绘画（经典你画我猜），卖萌mua，PUA观众（划掉）[打call][打call]。是字节跳动的虚拟偶像企划A-soul成员哦，安利视频见下：
桃花旗袍翻跳https://b23.tv/BV1Sy4y1n7c4 
芒种翻跳https://b23.tv/BV1oX4y1G73S 
30分钟火力全开！https://b23.tv/BV1WV411Y7SZ 
关注嘉然，顿顿解馋！[给心心][给心心]",11814.0,1617337832.0,10799.838871116412,我怀疑有的人是先取消关注再来评论区说初见，想骗赞当嘉心糖的爹🤣😅😅😅,1100.0,1617355257.0,86.01312111641164
【東雪莲】说出名场面后矢口否认,换了皮的莲莲和以前的自己切割了😔，然而我还在找以前的她,5350.0,1670025969.0,4862.720241116412,要听多少次反方向的钟，你才会回到开口就是我妈的那会[大哭],62.0,1670043829.0,-425.1011588835884
我是如何 因看vtb毁掉自己的人生？,毁人的不是虚拟主播，虚拟主播只是个因素，真正的决定权在自己,34.0,1674379154.0,-409.74790888358837,你放心，没有v还有小说游戏手机打牌，总能有个东西“害”人,10.0,1673667963.0,-440.85981888358833
【A-SOUL/贝&珈&嘉】太潮啦！师徒三人演绎《隔岸 (DJ)》,听说au点赞点出来验证码了[萌宠狗狗_打扰了],3290.0,1632150710.0,2423.9676511164116,中秋节必须给我A手干到位嗷[嘉然_流口水][嘉然_流口水],211.0,1632192429.0,-654.6151588835884
我是如何 因看vtb毁掉自己的人生？,什么是vtb[百变星瞳_豆豆眼]为什么看v的人会变成这样啊[永雏塔菲·1883_委屈],40.0,1673668589.0,-410.85355888358833,这个池沼翻译，和《sat tee touy》有一拼，，，,10.0,1673657584.0,-440.96360888358834
主 播 哪 国 人,在中国是中国人，在日本是日本人,149.0,1651306677.0,-525.4726788835884,上个无端拉黑我的，是tskk😄,123.0,1626498628.0,-799.5531688835883
“不对，他定位不到我的感情”,,,,,,,,
“典”“典中典”“这就是***的丑态”【七海Nana7mi】,还真遇到挺多这种的,25.0,1665027041.0,-512.2690388835883,活成了有限状态自动机[贝拉kira_我晕了],10.0,1642150448.0,-756.0349688835884
你把钱都打给她吧🥺,4.14 雨 今天早上被工头骂了，说我拌的水泥太稀了，工头把我的铁锹都砸烂了，问我水是不是不要钱，我不敢反驳，他不知道的是，我没有多放水，只是拌水泥时偷偷的想莲宝，眼泪掉进了水泥里面啊😭😭😭,144.0,1649940257.0,-544.1368788835883,"“为什么我不能把钱留给自己”
这句为啥被删了？",12.0,1652526811.0,-650.2713388835883
【嘉然】⚡动感光波⚡,引流这一块au和抖友一比真是拉了胯了，人家抖友看完@全家人来看，全家人再@更多人来看，滚雪球越来越多🤣,841.0,1621038361.0,-136.15583888358844,怎么办，越看这种土的越上头怎么办😰,76.0,1620917554.0,-902.3639088835884
【原创音乐】《超级敏感》A-SOUL全新团曲MV,"这次华子姐亲自下场，可能会引到一批新人来，所以大家还是帮忙把这个顶上前排吧[给心心][给心心][给心心]
https://b23.tv/AjOM3y
https://b23.tv/VmDutw
https://b23.tv/N55tOe
欢迎新来的小伙伴前来了解并且加入我们一个魂的大家庭[给心心]许多你看到的疑似是阴阳怪气、说怪话的评论，其实都是在玩梗或者表达对小姐姐的喜爱之情[给心心]
很喜欢一句别人对asoul评论区的评价：“这里也许就是互联网文化的集大成之地。”如果喜欢的话，希望新来的小伙伴们能多多点个关注[给心心][给心心][给心心]",7807.0,1619769958.0,6817.160131116411,你mmd，我复制条评论以为五个人的主页链接，结果五个全是珈乐的，害我给骂了，nmd名字还给举报没了[给心心][给心心][给心心],1298.0,1619771680.0,308.1773511164116
快速盘点2021各大Vtuber！,盼杏归的多少沾点杏病,3.0,1644482666.0,-739.7127888835884,阿夸我的阿夸😭😭😭阿夸我的阿夸😭😭😭阿夸我的阿夸😭😭😭阿夸我的阿夸😭😭😭阿夸我的阿夸😭😭😭阿夸我的阿夸😭😭😭阿夸我的阿夸😭😭😭阿夸我的阿夸😭😭😭阿夸我的阿夸😭😭😭阿夸我的阿夸😭😭😭阿夸我的阿夸😭😭😭阿夸我的阿夸😭😭😭阿夸我的阿夸😭😭😭,16.0,1635934924.0,-812.1902088835884
《废物虚拟主播的五大特征》,"低情商:哈哈哈，主播好笨好废
高情商:主播把这个视频抬到了属于它的高度",8483.0,1667808706.0,7973.547611116412,不像演的,33.0,1667834668.0,-476.1927688835884
勾罕见，今天就是你的死期😡😡,我假扮俄罗斯V你们会叫我达瓦里氏喊乌拉吗？[喜极而泣][喜极而泣],5.0,1689944593.0,-283.09351888358833,延迟枪,7.0,1644187733.0,-738.6621188835884
我是如何 因看vtb毁掉自己的人生？,错误的，没有虚拟主播我就会上街把老太太踢着过马路。,827.0,1673675988.0,376.22043111641165,本田未央：在我的律师来之前我不会说一句话,28.0,1673688905.0,-422.6503988835884
当发病评论被然然念出来...嘿嘿嘿🥵嘉然大人🥵嘿嘿嘿🤤然然🤤【直播切片】,正常人集合[嘉然_笔芯],1073.0,1628225774.0,167.7182911164116,捏麻麻的，官号也切这个了,8.0,1629798913.0,-881.5503188835884
勾罕见，今天就是你的死期😡😡,"抗日勋章等级展示：
特等功
@桐生可可Official
一等功
@佐久間ねむOfficial 
@東雪蓮Official 
二等功
@焼き夜鳥 
@熊野鈴谷 
@氷川真幸Official 
@蓝一叶 
@ACA在烤夜鸟 
三等功
@东倾向温 
@ハチロクo 
@夜雨Nancy 
@利维坦的魔女 
@東雪蓮敲可爱  
@と美美フェンシング",11.0,1658657755.0,-589.9618988835883,"展示荣誉勋章：
@嘉然今天吃什么
@珈乐Carol
@贝拉kira
@乃琳Queen",24.0,1633375530.0,-829.7841488835884
深情朗诵《嘉然小姐的狗》,女粉一开口就有感觉了，男粉一开口我就想笑😅只能说声情并茂这块女粉真把男粉橄榄了,6049.0,1613741737.0,4998.877921116412,眠子写的这个属于是比较有预见性了,20.0,1627484471.0,-892.6947388835883
【嘉然】⚡动感光波⚡,下次把中文bgm换成日文bgm，b友就不觉得土了哟🤗,3477.0,1620904538.0,2498.5059311164114,"“你的特别关注 嘉然今天吃什么 更新了视频
⚡动感光波⚡”
我迫不及待几近癫狂的点了进来，
我宛如飞蛾扑向了火，蚊虫扑向了鲜血
视频播放结束，我缓缓闭上了眼睛，不知道什么时候，嘉然小姐已经成为了我生活的必需品了，已经完了，全完了，我的人生已经完全被嘉然小姐所左右，我的所有时间都被嘉然小姐所支配。
也许是时候了，是时候像评论区所说的一样
“remake”
“重开吧”
我纵身一跃，在旁人的尖叫声中坠落。
“砰！”
这是我离开这个世界听到的最后的声音。
嘉然
这是我离开这个世界想到的最后的名字
……………………………………………………
什么也不记得，什么也不知道，宛如混沌的宇宙刚刚发生大爆炸一般。我睁开了眼睛，我小小的，躺在病床上，啼哭着。但是我想我第一眼看到的不是转生后的父母或者护士医生，而是医院电视播放的，一个粉红色的小矮子。她娇羞的凑到屏幕前“mua~[给心心]”
嘉然的吻。
这是我来到这个世界听到的第一个声音。
嘉然
也是我来到这个世界记住的第一个名字。",152.0,1620902414.0,-826.5153088835884
恭喜嘉然100万粉丝！嘉心糖翻唱《猫中毒》,"感觉跟模仿人类高质量的田一鸣有相同之处[嘉然_一眼真]都是套着整活的皮，但却有真材实料的唱功
确实 现在又有多少人能安心听完普通的一首翻唱呢",15693.0,1632100608.0,14826.466631116411,我一路人听了20多遍了吧，离谱[笑哭],227.0,1632191821.0,-638.6212388835884
二次元也要大摆锤,呃呃，杰尼龟太多了😨,80.0,1648800046.0,-619.5389888835883,核中核消息，是男运营代跳！一想到油腻大叔在那后面要摆摆的样子，就😤😤😤，脆鲨们不要被骗了！！！,30.0,1648355003.0,-673.9894188835884
《废物虚拟主播的五大特征》,不像是演的[doge],99.0,1667829142.0,-410.24802888358835,最喜欢的一集[枕边童话_哈哈哈][枕边童话_哈哈哈],8.0,1667689753.0,-502.64191888358835
【翻唱】《猫中毒》完整版PV/嘉然,"热评换了一批又一批 
看个评论区跟看直播一样🤣",111105.0,1617350453.0,110090.96508111642,up主可以关注一下嘉然吗？,1468.0,1617632948.0,456.7900311164116
勾罕见，今天就是你的死期😡😡,"卧槽  
居然能发动败者食尘   
这下罕见实锤了",9.0,1657288908.0,-605.6503688835884,同族相残了属于是,20.0,1632283995.0,-844.6994988835884
【锐评】这V的片，不切也罢,正常不应该v自己把有用的地方粗裁一下嘛？以后在接稿说明里写上【素材超过多长时间每xx时间xx元】吧[笑哭]要不有看录播的时间都能再切俩了……,789.0,1672715914.0,328.6196911164117,你自己收拾收拾出道吧，这两分钟比大部分V都能整活了[笑哭],66.0,1672714843.0,-394.39101888358834
露西亚粉丝群组里Gachi恋粉丝发狂哭吼的实态,哥们嗓子那么好去搞个摇滚乐队赚大米吧，赚完大米可以继续爆金币哟（什么奇怪的发言）,23.0,1706499097.0,-99.54847888358833,妈的这个视频太好看了,3.0,1706552684.0,-119.01260888358831
露西亚粉丝群组里Gachi恋粉丝发狂哭吼的实态,实力派声优配音现场,40.0,1706529177.0,-82.24767888358832,因为听不懂，所以感觉有点热血[笑哭],4.0,1706547897.0,-118.06047888358832
【原创音乐】《超级敏感》A-SOUL全新团曲MV,微博来的，王一博粉丝来看看师妹们[打call][打call],2549.0,1619789046.0,1559.3510111164117,🈶家族粉么？这里报告一下！给ASOUL妹妹们打call,751.0,1620535733.0,-231.18211888358837
【翻唱】《猫中毒》完整版PV/嘉然,"热评换了一批又一批 
看个评论区跟看直播一样🤣",111105.0,1617350453.0,110090.96508111642,up主可以关注一下嘉然吗？,1468.0,1617632948.0,456.7900311164116
【嘉然】Ring！Ring！Ring！今天我是小狐狸yo~,"そうです、母国語が恥ずかしいかもしれません。2番目の要素を見ると中国語を聞くと恥ずかしいです。理解できません。個人的には2番目の要素は日本のものだと思います。日本語を使うべきです。たとえば、映画を見るときは常に元のバージョンを見るのが好きで、中国語の吹き替えは見たくありません。
National Vの品質が良くなく、コンテンツが空で、何をしているのかわかりません。たとえば、ベラとジアランは今日おしゃべりをしていました。彼らが何を表現したいのかわかりません。日本語のvは違います。何百日も見てきました。彼らはいつも遊んでいます。なじみのある茎が生放送をとてもエキサイティングにしました。 、内容満載で、見る人向けのコスチュームもたくさんありますが、a-soulのコスチュームはたった2セットのようで、本当に良くなく、新しい感覚はありません。
次に、日本語のvのトーンは非常に柔らかく、国のvのノイズほど迷惑ではありません。まるで5つ星ホテルのウェイターがすべてのお客様にサービスを提供しているようなものです。このようなサービスは私がお金を使うのをとても嬉しく思いますが、彼らにお金をかけたくありません。ゲストは神様が日本人に最大限に見せてくださったものであり、職人としての価値があります。
もちろん、国vがどんどん良くなることも願っています[傲娇][给心心][给心心]",538.0,1625366971.0,-395.8697388835884,那天，我正在网上看嘉然的视频溜冰，这时我的网恋对象突然问我“你和嘉然什么关系？”我突然慌了神，不知如何回答，只能回答道“对不起”，对面沉默了，片刻，她说:“那你喊三遍“我爱嘉然”，让我死心。”我鼓起勇气，大声喊到:“对不起，我爱嘉然！我爱嘉然！我！爱！嘉！然！”之后我躺在床上，仿佛耗尽了全身力气，这时她与我发来视频电话，我一打开就听见熟悉的声音“喂，在吗在吗能听到吗，我是嘉然~”🤤🤤🤤[嘉然_流口水][嘉然_流口水][嘉然_流口水],111.0,1625217680.0,-824.3626488835883
